timestamp,variant_id,hmm_states,trend_window,momo_windows,signal_weights,ensemble_weights,cov_shrinkage,cv_folds,IS_sharpe,OOS_sharpe,DSR,notes,trial_id,timestamp_utc,use_timesfm,vol_budget,folds,start,end,ann_return,ann_vol,max_dd,sharpe,sortino,calmar
2026-04-20T00:10:38.590224+00:00,taa_baseline,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.4, ""timesfm"": 0.2, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Baseline signal ensemble.,,,,,,,,,,,,,
2026-04-20T00:10:38.590224+00:00,taa_no_regime,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.0, ""timesfm"": 0.2, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out regime ablation.,,,,,,,,,,,,,
2026-04-20T00:10:38.590224+00:00,taa_no_trend,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.4, ""timesfm"": 0.2, ""trend"": 0.0}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out trend ablation.,,,,,,,,,,,,,
2026-04-20T00:10:38.590224+00:00,taa_no_momo,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.0, ""regime"": 0.4, ""timesfm"": 0.2, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out ADM ablation.,,,,,,,,,,,,,
2026-04-20T00:10:38.590224+00:00,taa_no_timesfm,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.4, ""timesfm"": 0.0, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out TimesFM ablation.,,,,,,,,,,,,,
2026-04-20T00:10:38.590224+00:00,saa_minimum_variance,,,,,,,,,0.5621926771016753,,SAA method comparison row for minimum_variance.,,,,,,,,,,,,,
2026-04-20T00:10:38.590224+00:00,saa_mean_variance,,,,,,,,,0.5086834659978052,,SAA method comparison row for mean_variance.,,,,,,,,,,,,,
2026-04-20T00:10:38.590224+00:00,saa_maximum_diversification,,,,,,,,,0.5050454319031291,,SAA method comparison row for maximum_diversification.,,,,,,,,,,,,,
2026-04-20T00:10:38.590224+00:00,saa_inverse_vol,,,,,,,,,0.4897429226444331,,SAA method comparison row for inverse_vol.,,,,,,,,,,,,,
2026-04-20T00:10:38.590224+00:00,saa_risk_parity,,,,,,,,,0.4737136129257712,,SAA method comparison row for risk_parity.,,,,,,,,,,,,,
,,,,,,,,,,,,Pipeline run summary row for the SAA+TAA portfolio. run_id=timesfm_vb10.,timesfm_vb10_20260420T001040.733082+0000_timesfm_vb100,2026-04-20T00:10:40.733082+00:00,1.0,0.1,5.0,2003-01-01,2025-12-31,0.1285984376920645,0.1138828825579867,-0.3454603446293383,0.9535975491028562,1.3913207743439906,0.372252386391973
2026-04-20T00:14:07.822662+00:00,taa_baseline,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.4, ""timesfm"": 0.2, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Baseline signal ensemble.,,,,,,,,,,,,,
2026-04-20T00:14:07.822662+00:00,taa_no_regime,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.0, ""timesfm"": 0.2, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out regime ablation.,,,,,,,,,,,,,
2026-04-20T00:14:07.822662+00:00,taa_no_trend,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.4, ""timesfm"": 0.2, ""trend"": 0.0}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out trend ablation.,,,,,,,,,,,,,
2026-04-20T00:14:07.822662+00:00,taa_no_momo,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.0, ""regime"": 0.4, ""timesfm"": 0.2, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out ADM ablation.,,,,,,,,,,,,,
2026-04-20T00:14:07.822662+00:00,taa_no_timesfm,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.4, ""timesfm"": 0.0, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out TimesFM ablation.,,,,,,,,,,,,,
2026-04-20T00:14:07.822662+00:00,saa_minimum_variance,,,,,,,,,0.5621926771016753,,SAA method comparison row for minimum_variance.,,,,,,,,,,,,,
2026-04-20T00:14:07.822662+00:00,saa_mean_variance,,,,,,,,,0.5086834659978052,,SAA method comparison row for mean_variance.,,,,,,,,,,,,,
2026-04-20T00:14:07.822662+00:00,saa_maximum_diversification,,,,,,,,,0.5050454319031291,,SAA method comparison row for maximum_diversification.,,,,,,,,,,,,,
2026-04-20T00:14:07.822662+00:00,saa_inverse_vol,,,,,,,,,0.4897429226444331,,SAA method comparison row for inverse_vol.,,,,,,,,,,,,,
2026-04-20T00:14:07.822662+00:00,saa_risk_parity,,,,,,,,,0.4737136129257712,,SAA method comparison row for risk_parity.,,,,,,,,,,,,,
,,,,,,,,,,,,Pipeline run summary row for the SAA+TAA portfolio. run_id=timesfm_vb08.,timesfm_vb08_20260420T001409.960730+0000_timesfm_vb080,2026-04-20T00:14:09.960730+00:00,1.0,0.08,5.0,2003-01-01,2025-12-31,0.1285984376920645,0.1138828825579867,-0.3454603446293383,0.9535975491028562,1.3913207743439906,0.372252386391973
2026-04-20T00:17:37.492166+00:00,taa_baseline,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.4, ""timesfm"": 0.2, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Baseline signal ensemble.,,,,,,,,,,,,,
2026-04-20T00:17:37.492166+00:00,taa_no_regime,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.0, ""timesfm"": 0.2, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out regime ablation.,,,,,,,,,,,,,
2026-04-20T00:17:37.492166+00:00,taa_no_trend,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.4, ""timesfm"": 0.2, ""trend"": 0.0}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out trend ablation.,,,,,,,,,,,,,
2026-04-20T00:17:37.492166+00:00,taa_no_momo,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.0, ""regime"": 0.4, ""timesfm"": 0.2, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out ADM ablation.,,,,,,,,,,,,,
2026-04-20T00:17:37.492166+00:00,taa_no_timesfm,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.4, ""timesfm"": 0.0, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out TimesFM ablation.,,,,,,,,,,,,,
2026-04-20T00:17:37.492166+00:00,saa_minimum_variance,,,,,,,,,0.5621926771016753,,SAA method comparison row for minimum_variance.,,,,,,,,,,,,,
2026-04-20T00:17:37.492166+00:00,saa_mean_variance,,,,,,,,,0.5086834659978052,,SAA method comparison row for mean_variance.,,,,,,,,,,,,,
2026-04-20T00:17:37.492166+00:00,saa_maximum_diversification,,,,,,,,,0.5050454319031291,,SAA method comparison row for maximum_diversification.,,,,,,,,,,,,,
2026-04-20T00:17:37.492166+00:00,saa_inverse_vol,,,,,,,,,0.4897429226444331,,SAA method comparison row for inverse_vol.,,,,,,,,,,,,,
2026-04-20T00:17:37.492166+00:00,saa_risk_parity,,,,,,,,,0.4737136129257712,,SAA method comparison row for risk_parity.,,,,,,,,,,,,,
,,,,,,,,,,,,Pipeline run summary row for the SAA+TAA portfolio. run_id=timesfm_vb07.,timesfm_vb07_20260420T001739.681191+0000_timesfm_vb070,2026-04-20T00:17:39.681191+00:00,1.0,0.07,5.0,2003-01-01,2025-12-31,0.1285984376920645,0.1138828825579867,-0.3454603446293383,0.9535975491028562,1.3913207743439906,0.372252386391973
2026-04-20T00:21:17.289823+00:00,taa_baseline,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.4, ""timesfm"": 0.2, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Baseline signal ensemble.,,,,,,,,,,,,,
2026-04-20T00:21:17.289823+00:00,taa_no_regime,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.0, ""timesfm"": 0.2, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out regime ablation.,,,,,,,,,,,,,
2026-04-20T00:21:17.289823+00:00,taa_no_trend,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.4, ""timesfm"": 0.2, ""trend"": 0.0}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out trend ablation.,,,,,,,,,,,,,
2026-04-20T00:21:17.289823+00:00,taa_no_momo,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.0, ""regime"": 0.4, ""timesfm"": 0.2, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out ADM ablation.,,,,,,,,,,,,,
2026-04-20T00:21:17.289823+00:00,taa_no_timesfm,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.4, ""timesfm"": 0.0, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out TimesFM ablation.,,,,,,,,,,,,,
2026-04-20T00:21:17.289823+00:00,saa_minimum_variance,,,,,,,,,0.5621926771016753,,SAA method comparison row for minimum_variance.,,,,,,,,,,,,,
2026-04-20T00:21:17.289823+00:00,saa_mean_variance,,,,,,,,,0.5086834659978052,,SAA method comparison row for mean_variance.,,,,,,,,,,,,,
2026-04-20T00:21:17.289823+00:00,saa_maximum_diversification,,,,,,,,,0.5050454319031291,,SAA method comparison row for maximum_diversification.,,,,,,,,,,,,,
2026-04-20T00:21:17.289823+00:00,saa_inverse_vol,,,,,,,,,0.4897429226444331,,SAA method comparison row for inverse_vol.,,,,,,,,,,,,,
2026-04-20T00:21:17.289823+00:00,saa_risk_parity,,,,,,,,,0.4737136129257712,,SAA method comparison row for risk_parity.,,,,,,,,,,,,,
,,,,,,,,,,,,Pipeline run summary row for the SAA+TAA portfolio. run_id=timesfm_regime_vb.,timesfm_regime_vb_20260420T002119.553153+0000_timesfm_vb100,2026-04-20T00:21:19.553153+00:00,1.0,0.1,5.0,2003-01-01,2025-12-31,0.1285984376920645,0.1138828825579867,-0.3454603446293383,0.9535975491028562,1.3913207743439906,0.372252386391973
2026-04-20T00:46:30.817970+00:00,taa_baseline,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.4, ""timesfm"": 0.2, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Baseline signal ensemble.,,,,,,,,,,,,,
2026-04-20T00:46:30.817970+00:00,taa_no_regime,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.0, ""timesfm"": 0.2, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out regime ablation.,,,,,,,,,,,,,
2026-04-20T00:46:30.817970+00:00,taa_no_trend,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.4, ""timesfm"": 0.2, ""trend"": 0.0}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out trend ablation.,,,,,,,,,,,,,
2026-04-20T00:46:30.817970+00:00,taa_no_momo,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.0, ""regime"": 0.4, ""timesfm"": 0.2, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out ADM ablation.,,,,,,,,,,,,,
2026-04-20T00:46:30.817970+00:00,taa_no_timesfm,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.4, ""timesfm"": 0.0, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out TimesFM ablation.,,,,,,,,,,,,,
2026-04-20T00:46:30.817970+00:00,saa_minimum_variance,,,,,,,,,0.5621926771016753,,SAA method comparison row for minimum_variance.,,,,,,,,,,,,,
2026-04-20T00:46:30.817970+00:00,saa_mean_variance,,,,,,,,,0.5086834659978052,,SAA method comparison row for mean_variance.,,,,,,,,,,,,,
2026-04-20T00:46:30.817970+00:00,saa_maximum_diversification,,,,,,,,,0.5050454319031291,,SAA method comparison row for maximum_diversification.,,,,,,,,,,,,,
2026-04-20T00:46:30.817970+00:00,saa_inverse_vol,,,,,,,,,0.4897429226444331,,SAA method comparison row for inverse_vol.,,,,,,,,,,,,,
2026-04-20T00:46:30.817970+00:00,saa_risk_parity,,,,,,,,,0.4737136129257712,,SAA method comparison row for risk_parity.,,,,,,,,,,,,,
,,,,,,,,,,,,Pipeline run summary row for the SAA+TAA portfolio. run_id=timesfm_regime_dd.,timesfm_regime_dd_20260420T004633.249861+0000_timesfm_vb100,2026-04-20T00:46:33.249861+00:00,1.0,0.1,5.0,2003-01-01,2025-12-31,0.1285984376920645,0.1138828825579867,-0.3454603446293383,0.9535975491028562,1.3913207743439906,0.372252386391973
2026-04-20T00:49:47.524981+00:00,taa_baseline,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.4, ""timesfm"": 0.2, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Baseline signal ensemble. Baseline run used --no-timesfm.,,,,,,,,,,,,,
2026-04-20T00:49:47.524981+00:00,taa_no_regime,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.0, ""timesfm"": 0.2, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out regime ablation.,,,,,,,,,,,,,
2026-04-20T00:49:47.524981+00:00,taa_no_trend,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.2, ""regime"": 0.4, ""timesfm"": 0.2, ""trend"": 0.0}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out trend ablation.,,,,,,,,,,,,,
2026-04-20T00:49:47.524981+00:00,taa_no_momo,3.0,200.0,1|3|6|12,"{""momo_scale"": 0.06, ""regime_scale"": 0.1, ""timesfm_scale"": ""mu_ann"", ""trend_scale"": 0.06}","{""momo"": 0.0, ""regime"": 0.4, ""timesfm"": 0.2, ""trend"": 0.2}",0.70_sample_0.30_diag,5.0,,0.9535975491028562,1.0,Leave-one-out ADM ablation.,,,,,,,,,,,,,
2026-04-20T00:49:47.524981+00:00,saa_minimum_variance,,,,,,,,,0.5621926771016753,,SAA method comparison row for minimum_variance.,,,,,,,,,,,,,
2026-04-20T00:49:47.524981+00:00,saa_mean_variance,,,,,,,,,0.5086834659978052,,SAA method comparison row for mean_variance.,,,,,,,,,,,,,
2026-04-20T00:49:47.524981+00:00,saa_maximum_diversification,,,,,,,,,0.5050454319031291,,SAA method comparison row for maximum_diversification.,,,,,,,,,,,,,
2026-04-20T00:49:47.524981+00:00,saa_inverse_vol,,,,,,,,,0.4897429226444331,,SAA method comparison row for inverse_vol.,,,,,,,,,,,,,
